team,country,name,minutes,goals,assists,age,position,yellow,red
Real Sociedad,Spain,Mikel González,439,0,0,31,D,2,0
Real Sociedad,Spain,Litri,237,0,0,25,D,0,0
Real Sociedad,Spain,Íñigo Martínez,990,2,0,25,D,5,0
Real Sociedad,Spain,Carlos Martínez,540,0,2,30,D,1,0
Real Sociedad,Spain,Raúl Navas,720,0,1,28,D,0,0
Real Sociedad,Spain,Joseba Zaldúa,461,0,1,24,D,2,0
Real Sociedad,Spain,Bergara,190,0,0,30,M,0,0
Real Sociedad,Spain,Canales,121,0,0,25,M,1,0
Real Sociedad,Spain,Jon Gaztañaga,0,0,0,25,M,0,0
Real Sociedad,Spain,Granero,0,0,0,29,M,0,0
Real Sociedad,Spain,Illarramendi,1080,0,1,26,M,3,0
Real Sociedad,Spain,Rubén Pardo,159,0,0,24,M,0,0
Real Sociedad,Spain,Xabi Prieto,737,3,2,33,M,0,0
Real Sociedad,Spain,K. Rodrigues,0,0,0,22,M,0,0
Real Sociedad,Spain,Zurutuza,1003,3,0,30,M,3,0
Real Sociedad,Spain,Agirretxe,0,0,0,29,A,0,0
Real Sociedad,Spain,Jon Bautista,12,0,0,21,A,0,0
Real Sociedad,Spain,David Concha,86,0,0,20,A,0,0
Real Sociedad,Spain,Willian José,879,6,1,25,A,2,0
Real Sociedad,Spain,Juanmi,418,1,0,23,A,0,0
Real Sociedad,Spain,Mikel Oyarzabal,984,0,4,19,A,0,0
Real Sociedad,Spain,C. Vela,781,4,0,27,A,2,0
Athletic Club,Spain,Kepa,540,0,0,22,G,0,0
Athletic Club,Spain,Iago Herrerín,0,0,0,28,G,0,0
Athletic Club,Spain,Iraizoz,540,0,0,35,G,0,0
Athletic Club,Spain,Yeray Álvarez,470,0,0,21,D,0,0
Athletic Club,Spain,Balenziaga,846,1,0,28,D,1,1
Athletic Club,Spain,Bóveda,520,0,0,27,D,1,0
Athletic Club,Spain,Elustondo,0,0,0,29,D,0,0
Athletic Club,Spain,Etxeita,337,0,0,29,D,1,0
Athletic Club,Spain,A. Laporte,990,1,0,22,D,3,0
Athletic Club,Spain,Lekue,363,0,0,23,D,0,0
Athletic Club,Spain,Saborit,125,0,0,24,D,0,0
Athletic Club,Spain,San José,761,1,0,27,D,2,0
Athletic Club,Spain,Ager Aketxe,0,0,0,22,M,0,0
Athletic Club,Spain,De Marcos,703,0,1,27,M,1,0
Athletic Club,Spain,Eraso,246,0,1,26,M,2,0
Athletic Club,Spain,Beñat,696,0,2,29,M,3,0
Athletic Club,Spain,Raúl García,897,4,1,30,M,4,0
Athletic Club,Spain,Iturraspe,281,0,0,27,M,1,0
Athletic Club,Spain,Mikel Rico,327,0,0,32,M,2,0
Athletic Club,Spain,Susaeta,417,0,0,28,M,2,0
Athletic Club,Spain,Mikel Vesga,195,0,0,23,M,0,0
Athletic Club,Spain,Aduriz,867,5,1,35,A,3,0
Athletic Club,Spain,Sabin,312,1,1,24,A,1,0
Athletic Club,Spain,Muniain,416,1,1,23,A,2,0
Athletic Club,Spain,Iñaki Williams,951,1,2,22,A,1,0
Espanyol,Spain,Roberto Jiménez,307,0,0,31,G,0,0
Espanyol,Spain,Diego López,3023,0,0,35,G,3,0
Espanyol,Spain,Andrés Prieto,0,0,0,23,G,0,0
Espanyol,Spain,Víctor Álvarez,196,0,0,24,D,1,0
Espanyol,Spain,Ó. Duarte,1123,0,0,27,D,4,0
Espanyol,Spain,Rubén Duarte,101,0,0,21,D,1,0
Espanyol,Spain,Aarón Martín,2496,0,0,20,D,5,0
Espanyol,Spain,Marc Navarro,699,2,1,21,D,0,0
Espanyol,Spain,D. Reyes,2799,1,0,24,D,2,0
Espanyol,Spain,P. Diop,899,0,0,31,M,6,0
Espanyol,Spain,Javi Fuego,2566,1,0,33,M,9,0
Espanyol,Spain,José Jurado,2369,3,3,30,M,1,0
Espanyol,Spain,Javi López,1525,0,1,31,M,3,0
Espanyol,Spain,David López,3150,3,2,27,M,3,0
Espanyol,Spain,Óscar Melendo,299,0,0,19,M,0,0
Espanyol,Spain,José Antonio Reyes,866,3,4,33,M,1,0
Espanyol,Spain,Marc Roca,1229,0,1,20,M,3,0
Espanyol,Spain,Víctor Sánchez,2191,1,1,29,M,8,0
Espanyol,Spain,Salva Sevilla,268,0,0,33,M,1,0
Espanyol,Spain,F. Caicedo,1287,2,1,28,A,4,0
Espanyol,Spain,Léo Baptistão,1343,5,4,23,A,1,0
Espanyol,Spain,Álvaro Vázquez,313,0,1,26,A,0,0
Espanyol,Spain,Gerard Moreno,3190,13,4,25,A,6,0
Espanyol,Spain,H. Pérez,1787,3,1,28,A,8,0
Espanyol,Spain,P. Piatti,2267,10,10,28,A,7,0
Deportivo Alavés,Spain,Ortolá,0,0,0,23,G,0,0
Deportivo Alavés,Spain,Fernando Pacheco,1350,0,0,24,G,0,0
Deportivo Alavés,Spain,Z. Feddal,732,0,0,27,D,3,0
Deportivo Alavés,Spain,Einar Galilea,0,0,0,22,D,0,0
Deportivo Alavés,Spain,Raúl García,747,0,0,27,D,3,0
Deportivo Alavés,Spain,T. Hernández,1150,0,2,19,D,4,1
Deportivo Alavés,Spain,Laguardia,874,1,0,27,D,2,0
Deportivo Alavés,Spain,Carlos Vigaray,310,0,0,22,D,0,0
Deportivo Alavés,Spain,A. Pantić,154,0,0,24,D,1,0
Deportivo Alavés,Spain,Alexis,1080,1,1,31,D,6,0
Deportivo Alavés,Spain,Víctor Camarasa,948,2,1,22,M,3,0
Deportivo Alavés,Spain,C. Espinoza,159,0,0,21,M,1,0
Deportivo Alavés,Spain,Kiko Femenía,1010,0,1,25,M,4,0
Deportivo Alavés,Spain,Manuel Garcia,0,0,0,18,M,0,0
Deportivo Alavés,Spain,Manu García,512,1,0,30,M,3,0
Deportivo Alavés,Spain,N. Krstičić,294,0,0,26,M,1,0
Deportivo Alavés,Spain,Sergio Llamas,0,0,0,23,M,0,0
Deportivo Alavés,Spain,Marcos Llorente,1170,0,1,21,M,1,0
Deportivo Alavés,Spain,Edgar Méndez,871,1,1,25,M,3,0
Deportivo Alavés,Spain,D. Torres,887,0,0,27,M,3,0
Deportivo Alavés,Spain,Manu Barreiro,0,0,0,30,A,0,0
Deportivo Alavés,Spain,Deyverson,1050,4,0,25,A,6,0
Deportivo Alavés,Spain,Ibai Gómez,579,2,0,27,A,1,0
Deportivo Alavés,Spain,Dani Iglesias,0,0,0,21,A,0,0
Deportivo Alavés,Spain,A. Katai,288,0,1,25,A,1,0
Deportivo Alavés,Spain,C. Santos,298,1,0,28,A,1,0
Deportivo Alavés,Spain,Rubén Sobrino,11,0,0,24,A,0,0
Deportivo Alavés,Spain,Toquero,376,1,0,32,A,2,0
Eibar,Spain,Markel Areitio,45,0,0,20,G,0,0
Eibar,Spain,Asier Riesgo,1022,0,0,33,G,0,1
Eibar,Spain,Yoel,101,0,0,28,G,0,1
Eibar,Spain,Arbilla,368,0,0,29,D,1,0
Eibar,Spain,Ander Capa,802,0,1,24,D,2,0
Eibar,Spain,M. Dos Santos,242,0,0,27,D,1,0
Eibar,Spain,Alejandro Gálvez,457,0,0,27,D,1,0
Eibar,Spain,Juncà,180,0,0,23,D,1,0
Eibar,Spain,F. Lejeune,1034,0,1,25,D,3,0
Eibar,Spain,Luna,990,0,2,25,D,2,0
Eibar,Spain,Ramis,607,2,0,32,D,1,0
Eibar,Spain,G. Escalante,477,1,0,23,M,3,0
Eibar,Spain,Dani García,1076,0,1,26,M,4,1
Eibar,Spain,Adrián,386,0,0,28,M,0,0
Eibar,Spain,T. Inui,562,0,1,28,M,1,0
Eibar,Spain,Jota Peleteiro,200,0,0,25,M,0,0
Eibar,Spain,Rubén Peña,307,0,0,25,M,2,0
Eibar,Spain,Fran Rico,901,2,0,29,M,4,0
Eibar,Spain,Christian Rivera,90,0,0,19,M,0,0
Eibar,Spain,Pedro León,964,5,0,30,M,2,0
Eibar,Spain,Bebé,361,1,2,26,A,0,0
Eibar,Spain,Sergi Enrich,838,4,2,26,A,2,0
Eibar,Spain,Kike,618,2,1,27,A,5,0
Eibar,Spain,Nano,135,1,0,21,A,0,0
Málaga,Spain,D. Boyko,0,0,0,28,G,0,0
Málaga,Spain,Aarón Escandell,0,0,0,21,G,0,0
Málaga,Spain,C. Kameni,1170,0,0,32,G,1,0
Málaga,Spain,Bakary Koné,603,0,0,28,D,2,0
Málaga,Spain,Diego Llorente,674,1,0,23,D,1,1
Málaga,Spain,Luis,21,0,0,19,D,0,0
Málaga,Spain,Weligton,90,0,0,37,D,1,0
Málaga,Spain,Juan Carlos,495,0,2,26,D,0,1
Málaga,Spain,F. Ricca,709,0,0,21,D,4,0
Málaga,Spain,R. Rosales,1170,1,0,28,D,2,0
Málaga,Spain,Miguel Torres,642,0,0,30,D,0,0
Málaga,Spain,M. Villanueva,526,0,0,23,D,2,0
Málaga,Spain,J. Añor,922,1,0,22,M,4,0
Málaga,Spain,Duda,125,1,2,36,M,2,0
Málaga,Spain,Ignacio Camacho,1080,2,2,26,M,6,0
Málaga,Spain,G. Castro,705,1,3,32,M,4,0
Málaga,Spain,Pablo Fornals,571,1,1,20,M,1,0
Málaga,Spain,Recio,360,0,0,25,M,3,0
Málaga,Spain,Keko,195,0,0,24,M,1,0
Málaga,Spain,Z. Kuzmanović,216,0,0,29,M,1,0
Málaga,Spain,Javi Ontiveros,119,1,1,19,M,2,0
Málaga,Spain,Jony,587,1,1,25,M,1,0
Málaga,Spain,Charles,442,1,0,32,A,1,0
Málaga,Spain,Y. En Nesyri,271,1,0,19,A,2,0
Málaga,Spain,Sandro Ramírez,1014,6,1,21,A,3,0
Málaga,Spain,Michael Santos,139,3,0,23,A,1,0
Valencia,Spain,Diego Alves,990,0,0,31,G,3,0
Valencia,Spain,Jaume Doménech,0,0,0,26,G,0,0
Valencia,Spain,M. Ryan,180,0,0,24,G,0,0
Valencia,Spain,A. Abdennour,350,0,0,27,D,1,0
Valencia,Spain,João Cancelo,972,0,1,22,D,2,0
Valencia,Spain,Aderllan Santos,540,0,0,27,D,0,0
Valencia,Spain,E. Garay,630,1,0,30,D,2,0
Valencia,Spain,José Gayá,813,0,0,21,D,1,0
Valencia,Spain,Toni Lato,0,0,0,19,D,0,0
Valencia,Spain,E. Mangala,900,0,0,25,D,4,0
Valencia,Spain,Martín Montoya,834,0,0,25,D,2,0
Valencia,Spain,Guilherme Siqueira,80,0,0,30,D,1,0
Valencia,Spain,Nani,954,2,3,30,M,4,0
Valencia,Spain,F. Cartabia,96,0,0,23,M,0,0
Valencia,Spain,Álvaro Medrán,406,1,0,22,M,1,0
Valencia,Spain,Dani Parejo,1170,2,4,27,M,1,0
Valencia,Spain,E. Pérez,924,0,0,30,M,5,1
Valencia,Spain,Carlos Soler,0,0,0,19,M,0,0
Valencia,Spain,Mario Suárez,899,3,0,29,M,2,0
Valencia,Spain,Z. Bakkali,108,0,0,20,A,1,0
Valencia,Spain,Munir,403,2,0,21,A,1,0
Valencia,Spain,Santi Mina,458,2,0,20,A,1,0
Valencia,Spain,Rafa Mir,5,0,0,19,A,0,0
Valencia,Spain,Rodrigo,938,3,1,25,A,0,0
Celta de Vigo,Spain,Sergio Álvarez,900,0,1,30,G,0,1
Celta de Vigo,Spain,Rubén Blanco,270,0,0,21,G,2,0
Celta de Vigo,Spain,Iván Villar,0,0,0,19,G,0,0
Celta de Vigo,Spain,G. Cabral,900,0,1,31,D,0,0
Celta de Vigo,Spain,Jonny Castro,838,0,2,22,D,2,0
Celta de Vigo,Spain,David Costas,90,0,1,21,D,1,0
Celta de Vigo,Spain,Fontàs,270,0,0,27,D,1,0
Celta de Vigo,Spain,Sergi Gómez,684,0,0,24,D,2,0
Celta de Vigo,Spain,Hugo Mallo,908,2,0,25,D,6,1
Celta de Vigo,Spain,Planas,74,0,0,25,D,0,0
Celta de Vigo,Spain,F. Roncaglia,990,1,0,29,D,4,0
Celta de Vigo,Spain,M. Díaz,377,0,1,29,M,1,0
Celta de Vigo,Spain,Pape Diop,64,1,0,19,M,1,0
Celta de Vigo,Spain,P. Hernández,796,1,0,30,M,5,0
Celta de Vigo,Spain,Álvaro Lemos,0,0,0,23,M,0,0
Celta de Vigo,Spain,F. Orellana,394,2,2,30,M,2,0
Celta de Vigo,Spain,N. Radoja,969,0,0,23,M,2,0
Celta de Vigo,Spain,Josep Señé,255,0,1,24,M,1,0
Celta de Vigo,Spain,P. Sisto,589,2,2,21,M,0,0
Celta de Vigo,Spain,D. Wass,1015,1,0,27,M,2,0
Celta de Vigo,Spain,Iago Aspas,967,7,2,29,A,5,0
Celta de Vigo,Spain,C. Beauvue,0,0,0,28,A,0,0
Celta de Vigo,Spain,T. Bongonda,937,1,0,21,A,1,0
Celta de Vigo,Spain,José Naranjo,0,0,0,22,A,0,0
Celta de Vigo,Spain,J. Guidetti,282,1,1,24,A,2,0
Celta de Vigo,Spain,G. Rossi,273,1,0,29,A,0,0
Las Palmas,Spain,Raúl Lizoáin,450,0,0,25,G,0,0
Las Palmas,Spain,David Ramírez,0,0,0,21,G,0,0
Las Palmas,Spain,Javi Varas,630,0,0,34,G,0,0
Las Palmas,Spain,Aythami Artiles,280,0,0,30,D,2,0
Las Palmas,Spain,Bigas,794,1,0,26,D,1,0
Las Palmas,Spain,Dani Castellano,918,0,0,29,D,1,0
Las Palmas,Spain,David García,871,1,0,34,D,4,0
Las Palmas,Spain,M. Lemos,285,0,0,20,D,1,0
Las Palmas,Spain,Hélder Lopes,101,0,0,27,D,0,0
Las Palmas,Spain,Míchel,964,0,2,26,D,2,0
Las Palmas,Spain,David Simón,103,0,0,27,D,1,0
Las Palmas,Spain,K. Boateng,662,4,0,29,M,4,1
Las Palmas,Spain,Javi Castellano,0,0,0,29,M,0,0
Las Palmas,Spain,Momo,352,2,0,34,M,1,0
Las Palmas,Spain,M. García,139,0,0,20,M,0,0
Las Palmas,Spain,Vicente Gómez,834,1,0,28,M,2,0
Las Palmas,Spain,Roque Mesa,1080,0,1,27,M,4,0
Las Palmas,Spain,Montoro,129,0,0,28,M,0,0
Las Palmas,Spain,Hernán,0,0,0,26,M,0,0
Las Palmas,Spain,Jonathan Viera,708,3,3,27,M,0,0
Las Palmas,Spain,S. Araújo,531,2,1,24,A,2,0
Las Palmas,Spain,Tyronne,42,0,0,25,A,1,0
Las Palmas,Spain,Tana,841,3,1,26,A,3,0
Las Palmas,Spain,N. El Zhar,465,2,2,30,A,1,0
Las Palmas,Spain,M. Livaja,626,2,2,23,A,5,0
Las Palmas,Spain,Asdrúbal,4,0,0,25,A,0,0
Real Betis,Spain,Adán,1350,0,0,29,G,1,0
Real Betis,Spain,Dani Giménez,0,0,0,33,G,1,0
Real Betis,Spain,Manu Herrera,0,0,0,35,G,0,0
Real Betis,Spain,R. Donk,416,0,0,30,D,1,0
Real Betis,Spain,R. Durmisi,699,0,1,22,D,1,0
Real Betis,Spain,Bruno González,611,1,0,26,D,4,0
Real Betis,Spain,A. Mandi,946,1,0,25,D,0,0
Real Betis,Spain,Álex Martínez,540,0,0,26,D,0,0
Real Betis,Spain,Rafa Navarro,214,0,0,22,D,1,0
Real Betis,Spain,G. Pezzella,1257,1,0,25,D,4,0
Real Betis,Spain,C. Piccini,974,0,3,24,D,3,1
Real Betis,Spain,José Carlos,180,0,0,20,D,0,0
Real Betis,Spain,D. Brašanac,366,0,0,24,M,3,0
Real Betis,Spain,Dani Ceballos,555,0,0,20,M,1,0
Real Betis,Spain,Cejudo,553,1,0,32,M,6,0
Real Betis,Spain,Petros,1209,0,1,27,M,5,0
Real Betis,Spain,F. Gutiérrez,709,1,0,26,M,3,0
Real Betis,Spain,Matías Nahuel,80,0,0,20,M,0,0
Real Betis,Spain,J. Martin,340,0,0,26,M,2,0
Real Betis,Spain,C. Musonda,278,0,1,20,M,2,0
Real Betis,Spain,Fabián Ruiz,154,0,0,20,M,0,0
Real Betis,Spain,Joaquín,990,3,4,35,M,1,0
Real Betis,Spain,Álex Alegría,538,2,0,24,A,0,0
Real Betis,Spain,Rubén Castro,1125,7,2,35,A,2,0
Real Betis,Spain,A. Sanabria,626,1,1,20,A,1,0
Real Betis,Spain,R. Zozulya,67,0,0,27,A,1,0
Deportivo La Coruña,Spain,G. Lux,810,0,0,34,G,1,0
Deportivo La Coruña,Spain,Rubén,0,0,0,32,G,0,0
Deportivo La Coruña,Spain,P. Tytoń,360,0,0,29,G,1,0
Deportivo La Coruña,Spain,Albentosa,1080,1,0,28,D,5,0
Deportivo La Coruña,Spain,Alejandro Arribas,467,0,0,27,D,2,0
Deportivo La Coruña,Spain,Luisinho,712,0,1,31,D,2,0
Deportivo La Coruña,Spain,Sidnei,804,0,0,27,D,1,0
Deportivo La Coruña,Spain,Fernando Navarro,530,0,0,34,D,1,0
Deportivo La Coruña,Spain,Laure,155,0,0,31,D,0,1
Deportivo La Coruña,Spain,Álex Bergantiños,0,0,0,31,M,0,0
Deportivo La Coruña,Spain,C. Borges,859,4,0,28,M,2,0
Deportivo La Coruña,Spain,E. Çolak,643,1,1,25,M,1,0
Deportivo La Coruña,Spain,Guilherme,596,0,0,25,M,1,0
Deportivo La Coruña,Spain,F. Fajr,575,0,1,28,M,1,0
Deportivo La Coruña,Spain,Carles Gil,164,0,1,24,M,0,0
Deportivo La Coruña,Spain,Juanfran,974,0,2,28,M,1,0
Deportivo La Coruña,Spain,Pedro Mosquera,1012,1,0,28,M,3,0
Deportivo La Coruña,Spain,Borja Valle,187,0,0,24,M,0,0
Deportivo La Coruña,Spain,Bruno Gama,898,0,0,29,M,2,0
Deportivo La Coruña,Spain,F. Andone,1068,3,0,23,A,2,0
Deportivo La Coruña,Spain,R. Babel,298,2,1,29,A,2,0
Deportivo La Coruña,Spain,M. Moreno,494,0,0,20,A,0,0
Deportivo La Coruña,Spain,Joselu,24,0,0,26,A,0,0
Leganés,Spain,A. Brignoli,60,0,0,25,G,0,0
Leganés,Spain,Serantes,1110,0,0,27,G,2,0
Leganés,Spain,Bustinza,573,0,0,24,D,2,0
Leganés,Spain,Víctor Díaz,977,1,1,28,D,4,0
Leganés,Spain,Pablo Ínsua,617,0,0,23,D,1,0
Leganés,Spain,M. Mantovani,944,0,0,32,D,4,0
Leganés,Spain,Adrián Marín,236,0,0,19,D,1,0
Leganés,Spain,C. Medjani,586,0,0,31,D,2,0
Leganés,Spain,Diego Rico,978,1,0,23,D,3,0
Leganés,Spain,Gabriel,1028,2,1,23,M,1,0
Leganés,Spain,Robert Ibañez,168,2,1,23,M,0,0
Leganés,Spain,Unai López,640,0,0,21,M,1,0
Leganés,Spain,Rubén Pérez,661,0,1,27,M,3,0
Leganés,Spain,Omar Ramos,664,0,2,28,M,2,0
Leganés,Spain,Toni,0,0,0,26,M,0,0
Leganés,Spain,Alberto,624,0,0,27,M,2,0
Leganés,Spain,Lluis Sastre,90,0,0,30,M,0,0
Leganés,Spain,A. Szymanowski,751,3,1,28,M,0,0
Leganés,Spain,Timor,903,1,1,27,M,3,1
Leganés,Spain,Luciano,511,1,0,23,A,2,0
Leganés,Spain,Guerrero,419,0,0,26,A,2,0
Leganés,Spain,M. Koné,169,0,0,24,A,0,0
Leganés,Spain,D. Machís,251,0,1,23,A,1,0
Sporting Gijón,Spain,Pichu Cuéllar,1080,0,0,32,G,2,0
Sporting Gijón,Spain,Diego Mariño,90,0,0,26,G,0,0
Sporting Gijón,Spain,Óscar Whalley,0,0,0,22,G,0,0
Sporting Gijón,Spain,F. Amorebieta,952,0,0,31,D,8,0
Sporting Gijón,Spain,J. Babin,308,0,0,30,D,0,0
Sporting Gijón,Spain,Canella,270,0,1,28,D,0,0
Sporting Gijón,Spain,Lillo Castellano,1046,0,0,27,D,2,0
Sporting Gijón,Spain,Lora,286,0,0,29,D,1,0
Sporting Gijón,Spain,Jorge Meré,990,0,0,19,D,2,0
Sporting Gijón,Spain,Douglas Pereira,283,0,0,26,D,1,0
Sporting Gijón,Spain,Juan Rodríguez,90,0,0,21,D,0,0
Sporting Gijón,Spain,R. Aït-Atmane,300,0,0,23,M,2,0
Sporting Gijón,Spain,Sergio Álvarez,1073,1,0,24,M,3,0
Sporting Gijón,Spain,Nacho Cases,720,1,0,28,M,2,0
Sporting Gijón,Spain,Pedro Díaz,0,0,0,18,M,0,0
Sporting Gijón,Spain,Moi Gómez,867,1,3,22,M,3,0
Sporting Gijón,Spain,Isma López,761,0,2,26,M,4,0
Sporting Gijón,Spain,Víctor Rodríguez,751,1,0,27,M,0,0
Sporting Gijón,Spain,Xavi Torres,179,0,0,30,M,1,0
Sporting Gijón,Spain,Akram Afif,113,0,0,20,A,0,0
Sporting Gijón,Spain,Carlos Carmona,88,1,0,29,A,1,0
Sporting Gijón,Spain,Carlos Castro,268,1,0,21,A,0,0
Sporting Gijón,Spain,D. Čop,1075,5,2,26,A,2,0
Sporting Gijón,Spain,Pablo Fernández,0,0,0,20,A,0,0
Sporting Gijón,Spain,Burgui,655,0,1,23,A,1,0
Sporting Gijón,Spain,D. N'Di,99,0,0,21,A,0,0
Sporting Gijón,Spain,Viguera,491,1,0,29,A,2,0
Osasuna,Spain,Mario,226,0,0,28,G,1,0
Osasuna,Spain,Álvaro Fernández,44,0,0,18,G,0,0
Osasuna,Spain,Nauzet Pérez,900,0,0,31,G,1,0
Osasuna,Spain,Javi Álamo,11,0,0,28,D,0,0
Osasuna,Spain,C. Bonnín,424,0,0,26,D,2,0
Osasuna,Spain,Aitor Buñuel,214,0,0,18,D,1,0
Osasuna,Spain,Carlos Clerc,316,0,0,24,D,0,0
Osasuna,Spain,Javi Flaño,97,0,0,32,D,0,0
Osasuna,Spain,Miguel Flaño,900,0,0,32,D,3,0
Osasuna,Spain,Fuentes,470,0,0,26,D,0,0
Osasuna,Spain,Unai García,1080,0,0,24,D,4,0
Osasuna,Spain,David García,1080,1,0,22,D,4,0
Osasuna,Spain,Oier,1170,0,1,30,D,4,0
Osasuna,Spain,Álex Berenguer,642,0,1,21,M,0,0
Osasuna,Spain,G. Čaušić,123,0,0,24,M,1,0
Osasuna,Spain,De las Cuevas,854,0,1,30,M,1,0
Osasuna,Spain,D. Digard,194,0,0,30,M,1,0
Osasuna,Spain,Imanol García,180,0,0,20,M,1,0
Osasuna,Spain,Fran Mérida,224,1,0,26,M,1,0
Osasuna,Spain,Olavide,98,0,0,20,M,2,0
Osasuna,Spain,Antonio Otegui,44,0,0,18,M,0,0
Osasuna,Spain,Jaime Romero,356,0,2,26,M,0,0
Osasuna,Spain,Fausto Tienza,452,0,0,26,M,3,0
Osasuna,Spain,Roberto Torres,832,4,1,27,M,2,0
Osasuna,Spain,Kenan,317,0,0,23,A,0,0
Osasuna,Spain,Sergio León,708,4,0,27,A,2,0
Osasuna,Spain,Oriol Riera,590,2,1,30,A,0,0
Osasuna,Spain,E. Rivière,310,0,0,26,A,1,1
Granada,Spain,Rui Silva,0,0,0,23,G,0,0
Granada,Spain,G. Ochoa,3330,0,0,31,G,2,0
Granada,Spain,U. Agbo,2308,0,0,21,D,13,1
Granada,Spain,P. Estupiñán,180,0,0,19,D,1,0
Granada,Spain,D. Foulquier,1873,0,2,24,D,5,0
Granada,Spain,Litri,823,0,2,25,D,2,0
Granada,Spain,M. Hongla,781,0,0,19,D,2,0
Granada,Spain,S. Ingason,1383,1,0,23,D,7,0
Granada,Spain,Rúben Vezo,1398,0,0,23,D,3,0
Granada,Spain,Lombán,1750,2,0,29,D,6,0
Granada,Spain,M. Saunier,1309,0,1,27,D,4,0
Granada,Spain,G. Silva,1747,0,0,23,D,6,0
Granada,Spain,F. Tabanou,370,0,0,28,D,3,0
Granada,Spain,V. Angban,685,0,0,20,M,4,0
Granada,Spain,J. Boga,1447,2,1,20,M,0,0
Granada,Spain,M. Carcela,1752,5,1,27,M,6,0
Granada,Spain,Isaac Cuenca,1650,2,0,26,M,4,0
Granada,Spain,Juanan Entrena,18,0,0,20,M,0,0
Granada,Spain,Andreas Pereira,2769,4,3,21,M,10,1
Granada,Spain,P. Kone,42,0,0,29,M,0,0
Granada,Spain,R. Krhin,848,0,0,26,M,0,0
Granada,Spain,A. Malle,506,0,0,19,M,2,0
Granada,Spain,Sergi Samper,1268,0,1,22,M,6,0
Granada,Spain,M. Wakaso,869,1,1,26,M,7,0
Granada,Spain,O. Atzili,315,0,0,23,A,0,0
Granada,Spain,A. Kravets,1378,5,2,27,A,2,0
Granada,Spain,E. Ponce,1126,2,0,20,A,5,0
Granada,Spain,A. Ramos,1041,4,0,31,A,4,0
Granada,Spain,Jean Carlos,0,0,0,21,A,0,0
Bayern München,Germany,M. Neuer,990,0,0,30,G,0,0
Bayern München,Germany,T. Starke,0,0,0,35,G,0,0
Bayern München,Germany,S. Ulreich,0,0,0,28,G,0,0
Bayern München,Germany,H. Badstuber,28,0,0,27,D,0,0
Bayern München,Germany,J. Boateng,433,0,0,28,D,0,0
Bayern München,Germany,Rafinha,405,1,1,31,D,0,0
Bayern München,Germany,M. Hummels,769,0,1,27,D,2,0
Bayern München,Germany,P. Lahm,592,1,0,33,D,1,0
Bayern München,Germany,D. Alaba,735,0,3,24,D,0,0
Bayern München,Germany,Thiago Alcântara,839,1,1,25,M,2,0
Bayern München,Germany,Xabi Alonso,785,2,0,34,M,1,0
Bayern München,Germany,F. Benko,0,0,0,18,M,0,0
Bayern München,Germany,Juan Bernat,282,0,1,23,M,0,0
Bayern München,Germany,Douglas Costa,351,1,0,26,M,0,0
Bayern München,Germany,N. Dorsch,0,0,0,18,M,0,0
Bayern München,Germany,J. Kimmich,484,4,0,21,M,1,0
Bayern München,Germany,Renato Sanches,333,0,0,19,M,3,0
Bayern München,Germany,Javi Martínez,659,0,1,28,M,2,0
Bayern München,Germany,E. Öztürk,0,0,0,20,M,0,0
Bayern München,Germany,F. Ribéry,437,2,5,33,M,2,0
Bayern München,Germany,A. Robben,381,3,2,32,M,0,0
Bayern München,Germany,A. Vidal,597,1,0,29,M,2,0
Bayern München,Germany,K. Coman,269,0,0,20,A,0,0
Bayern München,Germany,F. Götze,0,0,0,17,A,0,0
Bayern München,Germany,J. Green,0,0,0,21,A,0,0
Bayern München,Germany,R. Lewandowski,924,7,2,28,A,0,0
Bayern München,Germany,T. Müller,597,0,3,27,A,0,0
RB Leipzig,Germany,F. Coltorti,0,0,0,35,G,0,0
RB Leipzig,Germany,P. Gulácsi,990,0,0,26,G,1,0
RB Leipzig,Germany,M. Müller,0,0,0,23,G,0,0
RB Leipzig,Germany,M. Compper,876,0,1,31,D,3,0
RB Leipzig,Germany,D. Franke,0,0,0,18,D,0,0
RB Leipzig,Germany,K. Gipson,0,0,0,20,D,0,0
RB Leipzig,Germany,M. Halstenberg,990,0,0,25,D,1,0
RB Leipzig,Germany,L. Klostermann,90,0,0,20,D,1,0
RB Leipzig,Germany,W. Orban,990,1,1,24,D,3,0
RB Leipzig,Germany,K. Papadopoulos,27,0,0,24,D,0,0
RB Leipzig,Germany,B. Schmitz,196,0,1,22,D,0,0
RB Leipzig,Germany,O. Burke,193,1,2,19,M,0,0
RB Leipzig,Germany,D. Demme,899,0,2,25,M,2,0
RB Leipzig,Germany,Bernardo,564,0,0,21,M,1,0
RB Leipzig,Germany,S. Ilsanker,817,0,0,27,M,2,0
RB Leipzig,Germany,D. Kaiser,561,1,0,28,M,1,0
RB Leipzig,Germany,Z. Kalmár,0,0,0,21,M,0,0
RB Leipzig,Germany,N. Keïta,595,3,1,21,M,2,0
RB Leipzig,Germany,R. Khedira,0,0,0,22,M,0,0
RB Leipzig,Germany,M. Sabitzer,687,3,2,22,M,0,0
RB Leipzig,Germany,T. Boyd,0,0,0,25,A,0,0
RB Leipzig,Germany,E. Forsberg,693,5,5,25,A,1,0
RB Leipzig,Germany,D. Selke,114,2,1,21,A,0,0
RB Leipzig,Germany,T. Werner,803,5,2,20,A,1,0
