team,country,name,minutes,goals,assists,age,position,yellow,red
Burnley,England,M. Lowton,1260,0,1,27,D,4,0
Burnley,England,B. Mee,1350,0,0,27,D,1,0
Burnley,England,J. Tarkowski,106,0,0,24,D,1,0
Burnley,England,S. Ward,1207,1,0,31,D,1,0
Burnley,England,S. Arfield,893,1,0,28,M,3,0
Burnley,England,J. Guðmunds­son,828,1,1,26,M,0,0
Burnley,England,G. Boyd,1009,1,0,31,M,1,0
Burnley,England,S. Defour,693,1,3,28,M,1,0
Burnley,England,J. Hendrick,1001,2,0,24,M,2,0
Burnley,England,M. Kightly,94,0,0,30,M,0,0
Burnley,England,D. Marney,1282,1,1,32,M,4,0
Burnley,England,A. O'Neill,82,0,0,18,M,0,0
Burnley,England,P. Bamford,31,0,0,23,A,0,0
Burnley,England,A. Barnes,213,1,0,27,A,1,0
Burnley,England,A. Gray,634,1,2,25,A,0,0
Burnley,England,S. Vokes,1145,4,1,27,A,0,0
Watford,England,G. Arlauskis,0,0,0,29,G,0,0
Watford,England,Gomes,1293,0,0,35,G,1,0
Watford,England,R. Gilmartin,0,0,0,29,G,0,0
Watford,England,C. Pantilimon,57,0,0,29,G,0,0
Watford,England,M. Britos,1075,0,0,31,D,5,0
Watford,England,C. Cathcart,406,0,0,27,D,1,0
Watford,England,B. Dja Djédjé,0,0,0,26,D,0,0
Watford,England,A. Eleftheriou,0,0,0,0,D,0,0
Watford,England,J. Holebas,1226,2,3,32,D,7,0
Watford,England,D. Janmaat,496,1,1,27,D,0,0
Watford,England,C. Kabasele,219,1,0,25,D,0,0
Watford,England,Y. Kaboul,715,0,0,30,D,0,0
Watford,England,A. Mariappa,0,0,0,30,D,0,0
Watford,England,J. Paredes,0,0,0,29,D,0,0
Watford,England,S. Prödl,1175,1,1,29,D,2,0
Watford,England,C. Zúñiga,506,1,0,30,D,1,0
Watford,England,N. Amrabat,1063,0,3,29,M,3,0
Watford,England,V. Behrami,1205,0,0,31,M,5,0
Watford,England,E. Capoue,1313,5,1,28,M,1,0
Watford,England,A. Doucouré,6,0,0,23,M,0,0
Watford,England,A. Guédioura,384,0,1,31,M,2,0
Watford,England,Kenedy,15,0,0,20,M,0,0
Watford,England,B. Watson,51,0,0,31,M,0,1
Watford,England,I. Success,187,1,0,20,A,1,0
Watford,England,T. Deeney,1338,3,3,28,A,4,0
Watford,England,O. Ighalo,885,1,1,27,A,1,0
Watford,England,S. Okaka,195,2,0,27,A,1,0
Watford,England,R. Pereyra,1009,2,2,25,A,2,1
Watford,England,J. Sinclair,0,0,0,20,A,0,0
Hull City,England,E. Jakupovic,450,0,0,32,G,0,0
Hull City,England,D. Kuciak,0,0,0,31,G,0,0
Hull City,England,W. Mannion,0,0,0,18,G,0,0
Hull City,England,D. Marshall,990,0,0,31,G,0,0
Hull City,England,A. McGregor,0,0,0,34,G,0,0
Hull City,England,A. Bruce,0,0,0,32,D,0,0
Hull City,England,J. Clackstone,0,0,0,20,D,0,0
Hull City,England,C. Davies,1440,0,1,31,D,2,0
Hull City,England,M. Dawson,720,2,0,33,D,1,0
Hull City,England,B. Lenihan,0,0,0,22,D,0,0
Hull City,England,H. Maguire,555,0,2,24,D,1,0
Hull City,England,M. Odubajo,0,0,0,23,D,0,0
Hull City,England,A. Robertson,963,0,0,22,D,2,0
Hull City,England,H. Rodgers,0,0,0,20,D,0,0
Hull City,England,J. Tymon,158,0,0,17,D,0,0
Hull City,England,S. Clucas,1400,0,1,26,M,5,0
Hull City,England,Ahmed El Mohamady,1289,0,0,29,M,1,1
Hull City,England,M. Henriksen,528,0,0,24,M,0,0
Hull City,England,T. Huddlestone,800,0,0,29,M,2,0
Hull City,England,J. Livermore,1346,1,1,27,M,2,1
Hull City,England,S. Maloney,148,1,1,33,M,0,0
Hull City,England,R. Mason,770,1,0,25,M,3,0
Hull City,England,D. Meyler,698,1,0,27,M,1,0
Hull City,England,G. Olley,0,0,0,20,M,0,0
Hull City,England,R. Snodgrass,1276,5,2,29,M,2,0
Hull City,England,J. Weir,0,0,0,21,M,0,0
Hull City,England,J. Bowen,56,0,0,19,A,0,0
Hull City,England,A. Diomande,824,2,0,26,A,1,0
Hull City,England,A. Hernández,672,1,1,26,A,0,0
Hull City,England,B. Hinchliffe,0,0,0,19,A,0,0
Hull City,England,W. Keane,282,0,0,23,A,0,0
Hull City,England,G. Luer,0,0,0,22,A,0,0
Hull City,England,D. Mbokani,364,0,1,31,A,0,0
Middlesbrough,England,B. Guzan,180,0,0,32,G,0,0
Middlesbrough,England,D. Konstantopoulos,0,0,0,38,G,0,0
Middlesbrough,England,Tomás,0,0,0,27,G,0,0
Middlesbrough,England,Víctor Valdés,1260,0,0,34,G,1,0
Middlesbrough,England,Barragán,1419,0,0,29,D,4,0
Middlesbrough,England,C. Chambers,900,0,0,21,D,3,0
Middlesbrough,England,B. Espinosa,0,0,0,27,D,0,0
Middlesbrough,England,G. Friend,900,0,1,29,D,1,0
Middlesbrough,England,B. Gibson,1440,1,0,23,D,1,0
Middlesbrough,England,J. Husband,0,0,0,22,D,0,0
Middlesbrough,England,Fábio,431,0,0,26,D,1,0
Middlesbrough,England,Daniel Ayala,388,1,0,26,D,2,0
Middlesbrough,England,A. Clayton,1084,0,0,27,M,4,0
Middlesbrough,England,C. de Pena,0,0,0,24,M,0,0
Middlesbrough,England,M. de Roon,1043,1,0,25,M,3,0
Middlesbrough,England,J. De Sart,0,0,0,21,M,0,0
Middlesbrough,England,S. Downing,949,1,2,32,M,1,0
Middlesbrough,England,A. Forshaw,1329,0,1,25,M,3,0
Middlesbrough,England,G. Leadbitter,62,0,0,30,M,0,0
Middlesbrough,England,Nsue,322,0,0,27,M,0,0
Middlesbrough,England,G. Ramírez,927,2,2,26,M,5,0
Middlesbrough,England,Adama Traoré,599,0,0,20,M,1,0
Middlesbrough,England,V. Fischer,394,0,2,22,A,0,0
Middlesbrough,England,Álvaro Negredo,1234,3,3,31,A,1,0
Middlesbrough,England,D. Nugent,39,0,0,31,A,0,0
Middlesbrough,England,J. Rhodes,208,0,0,26,A,0,0
Middlesbrough,England,C. Stuani,611,3,0,30,A,3,0
Sunderland,England,V. Mannone,180,0,0,28,G,0,0
Sunderland,England,J. Pickford,1170,0,0,22,G,0,0
Sunderland,England,Mika,0,0,0,25,G,0,0
Sunderland,England,M. Stryjek,0,0,0,20,G,0,0
Sunderland,England,J. Denayer,521,0,0,21,D,2,0
Sunderland,England,P. Djilobodji,947,0,0,28,D,4,0
Sunderland,England,B. Jones,594,0,0,29,D,3,0
Sunderland,England,J. Kirchhoff,378,0,0,26,D,1,0
Sunderland,England,L. Koné,1170,0,0,27,D,1,0
Sunderland,England,D. Love,195,0,0,22,D,1,0
Sunderland,England,Javi Manquillo,640,0,0,22,D,1,0
Sunderland,England,J. O'Shea,536,0,0,35,D,1,0
Sunderland,England,P. van Aanholt,1154,2,1,26,D,1,0
Sunderland,England,J. Asoro,9,0,0,17,M,0,0
Sunderland,England,L. Cattermole,176,0,0,28,M,1,0
Sunderland,England,L. Gooch,321,0,0,20,M,3,0
Sunderland,England,G. Honeyman,0,0,0,22,M,0,0
Sunderland,England,A. Januzaj,538,0,0,21,M,1,0
Sunderland,England,W. Khazri,425,0,0,25,M,2,0
Sunderland,England,S. Larsson,99,0,0,31,M,1,0
Sunderland,England,P. McNair,354,0,0,21,M,0,0
Sunderland,England,D. Ndong,974,0,0,22,M,4,0
Sunderland,England,S. Pienaar,652,0,0,34,M,5,0
Sunderland,England,E. Robson,0,0,0,20,M,0,0
Sunderland,England,T. Robson,0,0,0,21,M,0,0
Sunderland,England,J. Rodwell,639,0,1,25,M,2,0
Sunderland,England,D. Watmore,1029,0,2,22,M,1,0
Sunderland,England,V. Anichebe,463,3,0,28,A,1,0
Sunderland,England,F. Borini,154,0,0,25,A,0,0
Sunderland,England,J. Defoe,1343,8,2,34,A,0,0
Sunderland,England,R. Greenwood,0,0,0,20,A,0,0
Sunderland,England,J. Maja,0,0,0,17,A,0,0
Sunderland,England,J. Robson,0,0,0,18,A,0,0
Juventus,Italy,E. Audero,0,0,0,19,G,0,0
Juventus,Italy,G. Buffon,1306,0,0,38,G,0,0
Juventus,Italy,L. Loria,0,0,0,17,G,0,0
Juventus,Italy,Neto,224,0,0,27,G,0,0
Juventus,Italy,Dani Alves,614,1,0,33,D,2,0
Juventus,Italy,A. Barzagli,811,0,0,35,D,2,0
Juventus,Italy,L. Bonucci,948,1,0,29,D,2,0
Juventus,Italy,G. Chiellini,934,2,1,32,D,1,0
Juventus,Italy,P. De Ceglie,0,0,0,30,D,0,0
Juventus,Italy,M. Benatia,531,0,0,29,D,1,0
Juventus,Italy,P. Evra,247,0,0,35,D,0,0
Juventus,Italy,S. Lichtsteiner,787,1,0,32,D,3,0
Juventus,Italy,Alex Sandro,1490,1,3,25,D,4,0
Juventus,Italy,F. Mattiello,0,0,0,21,D,0,0
Juventus,Italy,D. Rugani,538,2,0,22,D,4,0
Juventus,Italy,K. Asamoah,390,0,0,28,M,1,0
Juventus,Italy,Hernanes,723,1,0,31,M,3,0
Juventus,Italy,S. Khedira,1143,3,3,29,M,0,0
Juventus,Italy,M. Lemina,638,0,1,23,M,1,0
Juventus,Italy,R. Mandragora,0,0,0,19,M,0,0
Juventus,Italy,C. Marchisio,365,0,1,30,M,0,0
Juventus,Italy,M. Pjanić,978,5,4,26,M,1,0
Juventus,Italy,S. Sturaro,409,0,0,23,M,4,0
Juventus,Italy,J. Cuadrado,816,0,3,28,A,2,0
Juventus,Italy,P. Dybala,637,3,2,23,A,0,0
Juventus,Italy,G. Higuaín,1159,10,0,29,A,0,0
Juventus,Italy,M. Kean,6,0,0,16,A,0,0
Juventus,Italy,M. Mandžukić,1086,4,2,30,A,3,0
Juventus,Italy,M. Pjaca,50,0,0,21,A,0,0
Roma,Italy,Alisson,0,0,0,24,G,0,0
Roma,Italy,L. Crisanto,0,0,0,18,G,0,0
Roma,Italy,S. Greco,0,0,0,17,G,0,0
Roma,Italy,B. Lobonț,0,0,0,38,G,0,0
Roma,Italy,A. Romagnoli,0,0,0,18,G,0,0
Roma,Italy,W. Szczęsny,1530,0,0,26,G,0,0
Roma,Italy,N. Abdullahi,0,0,0,19,D,0,0
Roma,Italy,Bruno Peres,1061,0,1,26,D,2,0
Roma,Italy,E. De Santis,0,0,0,19,D,0,0
Roma,Italy,F. Fazio,1296,0,0,29,D,0,0
Roma,Italy,K. Manolas,1317,1,1,25,D,3,0
Roma,Italy,R. Marchizza,0,0,0,18,D,0,0
Roma,Italy,Juan Jesus,441,0,0,25,D,4,0
Roma,Italy,Emerson,698,0,0,22,D,1,0
Roma,Italy,A. Rüdiger,586,0,0,23,D,4,0
Roma,Italy,M. Seck,0,0,0,20,D,0,0
Roma,Italy,Mário Rui,0,0,0,25,D,0,0
Roma,Italy,T. Vermaelen,180,0,0,31,D,0,0
Roma,Italy,D. De Rossi,1217,0,2,33,M,4,0
Roma,Italy,A. Florenzi,749,0,3,25,M,3,0
Roma,Italy,D. Frattesi,0,0,0,17,M,0,0
Roma,Italy,L. Grossi,0,0,0,18,M,0,0
Roma,Italy,R. Nainggolan,1259,3,1,28,M,2,0
Roma,Italy,L. Paredes,552,1,0,22,M,2,0
Roma,Italy,D. Perotti,1001,5,4,28,M,0,0
Roma,Italy,Mohamed Salah,1202,8,4,24,M,2,0
Roma,Italy,Gerson,131,0,0,19,M,1,0
Roma,Italy,E. Spinozzi,0,0,0,18,M,0,0
Roma,Italy,K. Strootman,1249,2,1,26,M,2,0
Roma,Italy,E. Džeko,1428,12,2,30,A,3,0
Roma,Italy,S. El Shaarawy,673,2,1,24,A,0,0
Roma,Italy,F. Franchi,0,0,0,18,A,0,0
Roma,Italy,J. Iturbe,37,0,0,23,A,0,0
Roma,Italy,E. Soleri,0,0,0,19,A,0,0
Roma,Italy,F. Totti,223,2,2,40,A,1,0
Napoli,Italy,Rafael,0,0,0,26,G,0,0
Napoli,Italy,Pepe Reina,1530,0,0,34,G,0,0
Napoli,Italy,L. Sepe,0,0,0,25,G,0,0
Napoli,Italy,Albiol,767,0,0,31,D,4,0
Napoli,Italy,V. Chiricheș,631,2,0,27,D,0,0
Napoli,Italy,F. Ghoulam,1193,0,3,25,D,0,0
Napoli,Italy,E. Hysaj,1243,0,0,22,D,3,0
Napoli,Italy,K. Koulibaly,1392,1,0,25,D,4,0
Napoli,Italy,C. Maggio,287,0,0,34,D,0,0
Napoli,Italy,N. Maksimović,270,1,0,25,D,0,0
Napoli,Italy,I. Strinić,337,0,1,29,D,1,0
Napoli,Italy,L. Tonelli,0,0,0,26,D,0,0
Napoli,Italy,I. Łasicki,0,0,0,21,D,0,0
Napoli,Italy,A. Diawara,501,0,0,19,M,0,0
Napoli,Italy,O. El Kaddouri,39,0,0,26,M,0,0
Napoli,Italy,Jorginho,884,0,0,24,M,2,0
Napoli,Italy,E. Giaccherini,125,0,0,31,M,0,0
Napoli,Italy,M. Hamšík,1362,5,6,29,M,1,0
Napoli,Italy,Allan,817,0,1,25,M,2,0
Napoli,Italy,M. Rog,34,0,0,21,M,0,0
Napoli,Italy,P. Zieliński,876,2,2,22,M,2,0
Napoli,Italy,José Callejón,1437,7,7,29,A,0,0
Napoli,Italy,M. Gabbiadini,491,1,0,25,A,0,1
Napoli,Italy,L. Insigne,1129,4,5,25,A,1,0
Napoli,Italy,R. Insigne,0,0,0,22,A,0,0
Napoli,Italy,D. Mertens,915,10,0,29,A,5,0
Napoli,Italy,A. Milik,421,4,0,22,A,1,0
Atalanta,Italy,D. Bassi,0,0,0,31,G,0,0
Atalanta,Italy,E. Berisha,900,0,0,27,G,0,0
Atalanta,Italy,S. Mazzini,0,0,0,17,G,0,0
Atalanta,Italy,M. Sportiello,360,0,0,24,G,0,0
Atalanta,Italy,A. Bastoni,0,0,0,17,D,0,0
Atalanta,Italy,M. Caldara,676,3,0,22,D,1,0
Atalanta,Italy,A. Conti,833,1,2,22,D,5,0
Atalanta,Italy,B. Dramé,595,0,0,31,D,1,0
Atalanta,Italy,A. Konko,568,0,0,32,D,2,0
Atalanta,Italy,A. Masiello,1010,3,1,30,D,2,0
Atalanta,Italy,G. Stendardo,44,0,0,35,D,0,0
Atalanta,Italy,E. Suagher,0,0,0,24,D,0,0
Atalanta,Italy,Rafael Tolói,765,0,0,26,D,5,0
Atalanta,Italy,E. Zukanović,853,0,0,29,D,0,0
Atalanta,Italy,B. Cabezas,0,0,0,19,M,0,0
Atalanta,Italy,C. Capone,0,0,0,17,M,0,0
Atalanta,Italy,C. Carmona,101,0,0,29,M,2,0
Atalanta,Italy,M. D'Alessandro,458,0,0,25,M,0,0
Atalanta,Italy,R. Freuler,694,0,1,24,M,0,0
Atalanta,Italy,R. Gagliardini,505,0,2,22,M,5,0
Atalanta,Italy,A. Gómez,1170,3,2,28,M,1,0
Atalanta,Italy,A. Grassi,112,0,0,21,M,0,0
Atalanta,Italy,F. Kessié,1045,5,1,19,M,3,1
Atalanta,Italy,J. Kurtič,1039,4,1,27,M,1,0
Atalanta,Italy,G. Migliaccio,0,0,0,35,M,0,0
Atalanta,Italy,C. Raimondi,234,0,0,35,M,2,0
Atalanta,Italy,L. Spinazzola,587,0,0,23,M,0,0
Atalanta,Italy,E. Latte Lath,0,0,0,17,A,0,0
Atalanta,Italy,A. Paloschi,369,0,0,26,A,0,0
Atalanta,Italy,A. Pešić,17,0,0,24,A,0,0
Atalanta,Italy,A. Petagna,692,3,2,21,A,0,0
Atalanta,Italy,M. Pinilla,157,1,0,32,A,2,0
Lazio,Italy,L. Borrelli,0,0,0,18,G,0,0
Lazio,Italy,F. Marchetti,810,0,0,33,G,0,0
Lazio,Italy,T. Strakosha,360,0,0,21,G,0,0
Lazio,Italy,I. Vargić,0,0,0,29,G,0,0
Lazio,Italy,D. Basta,685,0,1,32,D,1,0
Lazio,Italy,Vinícius Freitas,0,0,0,23,D,0,0
Lazio,Italy,S. de Vrij,681,1,0,24,D,1,0
Lazio,Italy,Wallace,581,1,0,22,D,2,0
Lazio,Italy,Patric,416,0,0,23,D,2,0
Lazio,Italy,W. Hoedt,540,1,0,22,D,0,0
Lazio,Italy,J. Lukaku,267,0,0,22,D,1,0
Lazio,Italy,F. Prce,1,0,0,20,D,0,0
Lazio,Italy,Bastos,316,0,0,25,D,2,0
Lazio,Italy,Ş. Radu,879,1,1,30,D,6,0
Lazio,Italy,Felipe Anderson,1010,2,4,23,M,4,0
Lazio,Italy,L. Biglia,483,1,1,30,M,0,0
Lazio,Italy,D. Cataldi,489,1,1,22,M,3,0
Lazio,Italy,M. Leitner,13,0,0,23,M,0,0
Lazio,Italy,S. Lulić,1000,2,3,30,M,1,0
Lazio,Italy,S. Milinković-Savić,811,1,2,21,M,1,0
Lazio,Italy,J. Minala,0,0,0,20,M,0,0
Lazio,Italy,R. Morrison,0,0,0,23,M,0,0
Lazio,Italy,A. Murgia,58,1,0,20,M,0,0
Lazio,Italy,M. Parolo,1144,0,1,31,M,3,0
Lazio,Italy,Luis Alberto,27,0,0,24,M,0,0
Lazio,Italy,B. Keita,724,4,2,21,A,1,0
Lazio,Italy,C. Immobile,1133,9,0,26,A,2,0
Lazio,Italy,R. Kishna,117,0,0,21,A,0,0
Lazio,Italy,C. Lombardi,109,1,0,21,A,0,0
Lazio,Italy,M. Tounkara,0,0,0,20,A,0,0
Lazio,Italy,F. Đorđević,216,0,0,29,A,0,0
Milan,Italy,G. Donnarumma,1530,0,0,17,G,2,0
Milan,Italy,A. Guarnone,0,0,0,17,G,0,0
Milan,Italy,A. Plizzari,0,0,0,16,G,0,0
Milan,Italy,Gabriel,0,0,0,24,G,0,0
Milan,Italy,I. Abate,1250,0,2,30,D,1,0
Milan,Italy,L. Antonelli,225,0,0,29,D,1,0
Milan,Italy,D. Calabria,280,0,0,20,D,2,0
Milan,Italy,M. De Sciglio,1226,0,1,24,D,2,0
Milan,Italy,R. Ely,0,0,0,23,D,0,0
Milan,Italy,G. Gómez,494,0,0,23,D,1,0
Milan,Italy,G. Paletta,1226,1,1,30,D,3,1
Milan,Italy,A. Romagnoli,1350,0,0,21,D,2,0
Milan,Italy,L. Vangioni,0,0,0,29,D,0,0
Milan,Italy,C. Zapata,0,0,0,30,D,0,0
Milan,Italy,A. Bertolacci,161,0,0,25,M,1,0
Milan,Italy,G. Bonaventura,1309,2,2,27,M,3,0
Milan,Italy,M. Fernández,80,0,0,30,M,0,0
Milan,Italy,K. Honda,96,0,0,30,M,0,0
Milan,Italy,J. Kucka,1060,1,1,29,M,5,0
Milan,Italy,M. Locatelli,909,2,0,18,M,4,0
Milan,Italy,R. Montolivo,600,0,0,31,M,2,0
Milan,Italy,M. Pašalić,435,1,0,21,M,2,0
Milan,Italy,A. Poli,249,0,0,27,M,1,0
Milan,Italy,J. Sosa,307,0,0,31,M,1,0
Milan,Italy,C. Bacca,933,6,1,30,A,1,0
Milan,Italy,P. Cutrone,0,0,0,18,A,0,0
Milan,Italy,Luiz Adriano,121,0,0,29,A,0,0
Milan,Italy,Suso,1425,5,6,23,A,1,0
Milan,Italy,G. Lapadula,490,4,0,26,A,2,0
Milan,Italy,M. Niang,1022,3,2,22,A,1,0
Internazionale,Italy,T. Berni,0,0,0,33,G,0,0
Internazionale,Italy,J. Carrizo,0,0,0,32,G,0,0
Internazionale,Italy,S. Handanovič,1170,0,0,32,G,1,0
Internazionale,Italy,I. Radu,0,0,0,19,G,0,0
Internazionale,Italy,M. Andreolli,0,0,0,30,D,0,0
Internazionale,Italy,C. Ansaldi,416,0,0,30,D,3,0
Internazionale,Italy,D. D'Ambrosio,630,0,0,28,D,1,0
Internazionale,Italy,S. Miangue,123,0,0,19,D,0,0
Internazionale,Italy,João Miranda,1170,0,0,32,D,2,0
Internazionale,Italy,J. Murillo,933,0,0,24,D,2,0
Internazionale,Italy,Y. Nagatomo,294,0,0,30,D,0,0
Internazionale,Italy,A. Ranocchia,200,0,0,28,D,1,0
Internazionale,Italy,D. Santon,867,0,0,25,D,1,0
Internazionale,Italy,E. Yao,0,0,0,20,D,0,0
Internazionale,Italy,É. Banega,799,1,2,28,M,1,0
Internazionale,Italy,M. Brozović,427,0,1,24,M,1,0
Internazionale,Italy,A. Gnoukouri,138,0,0,20,M,0,0
Internazionale,Italy,G. Kondogbia,400,0,1,23,M,2,0
Internazionale,Italy,G. Medel,812,0,0,29,M,3,0
Internazionale,Italy,Felipe Melo,20,0,0,33,M,0,0
Internazionale,Italy,João Mário,870,1,1,23,M,4,0
Internazionale,Italy,L. Zonta,0,0,0,19,M,0,0
Internazionale,Italy,Gabriel,16,0,0,20,A,0,0
Internazionale,Italy,J. Biabiany,0,0,0,28,A,0,0
Internazionale,Italy,A. Candreva,893,1,3,29,A,0,0
Internazionale,Italy,E. Martins,557,1,1,30,A,1,0
Internazionale,Italy,M. Icardi,1170,10,3,23,A,0,0
Internazionale,Italy,S. Jovetić,67,0,0,27,A,1,0
Internazionale,Italy,R. Palacio,60,0,1,34,A,0,0
Internazionale,Italy,I. Perišić,838,4,1,27,A,1,0
Fiorentina,Italy,B. Drągowski,0,0,0,19,G,0,0
Fiorentina,Italy,L. Lezzerini,50,0,0,21,G,0,0
Fiorentina,Italy,G. Satalino,0,0,0,17,G,0,0
Fiorentina,Italy,C. Tătărușanu,1480,0,0,30,G,0,0
Fiorentina,Italy,D. Astori,1350,1,0,29,D,4,0
Fiorentina,Italy,S. De Maio,180,0,0,29,D,1,0
Fiorentina,Italy,K. Diks,2,0,0,20,D,0,0
Fiorentina,Italy,M. Olivera,399,0,0,24,D,1,0
Fiorentina,Italy,G. Rodríguez,1094,0,0,32,D,2,1
Fiorentina,Italy,C. Salcedo,892,0,0,23,D,5,0
Fiorentina,Italy,N. Tomović,908,0,1,29,D,7,0
Fiorentina,Italy,M. Badelj,1190,1,2,27,M,5,0
Fiorentina,Italy,F. Chiesa,225,0,1,19,M,0,0
Fiorentina,Italy,S. Cristóforo,93,0,0,23,M,0,0
Fiorentina,Italy,I. Hagi,14,0,0,18,M,0,0
Fiorentina,Italy,J. Iličić,1092,3,4,28,M,0,0
Fiorentina,Italy,F. Maistro,0,0,0,18,M,0,0
Fiorentina,Italy,H. Milić,875,0,2,27,M,3,0
Fiorentina,Italy,C. Sánchez,748,1,0,30,M,3,0
Fiorentina,Italy,Borja Valero,1036,0,2,31,M,2,0
Fiorentina,Italy,M. Vecino,747,0,0,25,M,2,0
Fiorentina,Italy,F. Bernardeschi,1286,7,1,22,A,2,0
Fiorentina,Italy,K. Babacar,391,3,0,23,A,0,0
Fiorentina,Italy,N. Kalinić,1364,8,1,28,A,3,0
Fiorentina,Italy,J. Perez,15,0,0,18,A,0,0
Fiorentina,Italy,Cristian Tello,975,0,2,25,A,1,0
Fiorentina,Italy,H. Toledo,0,0,0,20,A,0,0
Fiorentina,Italy,M. Zárate,189,1,1,29,A,0,0
Torino,Italy,D. Coppola,0,0,0,17,G,0,0
Torino,Italy,T. Cucchietti,0,0,0,18,G,0,0
Torino,Italy,J. Hart,1350,0,0,29,G,2,0
Torino,Italy,D. Padelli,180,0,0,31,G,0,0
Torino,Italy,Arlind Ajeti,0,0,0,23,D,0,0
Torino,Italy,S. Auriletto,0,0,0,17,D,0,0
Torino,Italy,Danilo Avelar,0,0,0,27,D,0,0
Torino,Italy,A. Barreca,1138,0,1,21,D,2,0
Torino,Italy,C. Bovo,360,0,0,33,D,2,0
Torino,Italy,Leandro Castán,1080,0,0,30,D,3,0
Torino,Italy,L. De Silvestri,559,0,4,28,D,0,0
Torino,Italy,C. Molinaro,302,0,2,33,D,1,0
Torino,Italy,E. Moretti,540,0,0,35,D,2,0
Torino,Italy,L. Rossettini,1170,1,0,31,D,3,0
Torino,Italy,D. Zappacosta,1052,0,2,24,D,0,0
Torino,Italy,A. Acquah,431,0,0,24,M,2,0
Torino,Italy,M. Aramu,46,0,0,21,M,0,0
Torino,Italy,D. Baselli,999,4,3,24,M,3,0
Torino,Italy,M. Benassi,1149,4,2,22,M,2,0
Torino,Italy,J. Obi,405,0,1,25,M,1,0
Torino,Italy,Samuel Gustafson,0,0,0,21,M,0,0
Torino,Italy,S. Lukić,93,0,0,20,M,1,0
Torino,Italy,M. Valdifiori,1135,0,0,30,M,3,0
Torino,Italy,G. Vives,226,0,0,36,M,0,1
Torino,Italy,A. Belotti,1271,12,3,22,A,2,0
Torino,Italy,L. Boyé,574,0,2,20,A,3,0
Torino,Italy,M. De Luca,0,0,0,18,A,0,0
Torino,Italy,Iago Falqué,1021,8,3,26,A,0,0
Torino,Italy,A. Ljajić,930,5,3,25,A,2,0
Torino,Italy,M. López,249,0,0,32,A,1,0
Torino,Italy,J. Martínez,513,1,0,23,A,3,0
Sampdoria,Italy,T. Krapikas,0,0,0,17,G,0,0
Sampdoria,Italy,C. Puggioni,810,0,0,35,G,2,0
Sampdoria,Italy,A. Tozzo,0,0,0,24,G,0,0
Sampdoria,Italy,E. Viviano,720,0,0,31,G,3,0
Sampdoria,Italy,Pedro Pereira,515,0,0,18,D,3,0
Sampdoria,Italy,S. Amuzie,0,0,0,20,D,0,0
Sampdoria,Italy,L. Krajnc,0,0,0,22,D,0,0
Sampdoria,Italy,D. Pavlovic,226,0,0,28,D,2,0
Sampdoria,Italy,Dodô,34,0,0,24,D,0,0
Sampdoria,Italy,V. Regini,1530,0,3,26,D,2,0
Sampdoria,Italy,J. Sala,1000,0,0,25,D,3,0
Sampdoria,Italy,M. Silvestre,1440,0,1,32,D,2,0
Sampdoria,Italy,M. Škriniar,1270,0,0,21,D,2,0
Sampdoria,Italy,R. Álvarez,669,0,2,28,M,2,1
Sampdoria,Italy,É. Barreto,1319,2,0,32,M,3,1
Sampdoria,Italy,Bruno Fernandes,616,3,0,22,M,1,0
Sampdoria,Italy,C. Carbonero,0,0,0,26,M,0,0
Sampdoria,Italy,L. Cigarini,216,0,0,30,M,2,0
Sampdoria,Italy,M. Eramo,4,0,0,27,M,0,0
Sampdoria,Italy,K. Linetty,1162,0,3,21,M,3,0
Sampdoria,Italy,A. Palombo,104,0,0,35,M,0,0
Sampdoria,Italy,D. Praet,698,0,1,22,M,1,0
Sampdoria,Italy,L. Torreira,1300,0,0,20,M,1,0
Sampdoria,Italy,F. Đuričić,46,0,0,24,M,0,0
Sampdoria,Italy,A. Budimir,244,0,0,25,A,0,0
Sampdoria,Italy,A. Cassano,0,0,0,34,A,0,0
Sampdoria,Italy,L. Muriel,1291,6,1,25,A,2,0
Sampdoria,Italy,F. Quagliarella,1318,4,2,33,A,0,0
Sampdoria,Italy,P. Schick,277,4,0,20,A,1,0
Sampdoria,Italy,G. Vrioni,0,0,0,18,A,0,0
Cagliari,Italy,R. Colombo,0,0,0,41,G,0,0
Cagliari,Italy,L. Crosta,0,0,0,18,G,0,0
Cagliari,Italy,Rafael,272,0,0,34,G,0,0
Cagliari,Italy,M. Storari,1257,0,0,39,G,1,1
Cagliari,Italy,Vasco Oliveira,0,0,0,16,D,0,0
Cagliari,Italy,L. Bittante,309,0,0,23,D,3,0
Cagliari,Italy,I. Briukhov,0,0,0,18,D,0,0
Cagliari,Italy,M. Capuano,147,1,0,25,D,0,0
Cagliari,Italy,L. Ceppitelli,1260,0,0,27,D,3,0
Cagliari,Italy,A. Mastino,0,0,0,17,D,0,0
Cagliari,Italy,N. Murru,855,0,1,22,D,2,0
Cagliari,Italy,F. Pisacane,979,0,1,30,D,2,0
Cagliari,Italy,Bruno Alves,1530,1,0,35,D,2,0
Cagliari,Italy,B. Salamon,363,0,0,25,D,1,0
Cagliari,Italy,M. Volteggi,0,0,0,18,D,0,0
Cagliari,Italy,M. Antonini,0,0,0,18,M,0,0
Cagliari,Italy,N. Barella,808,0,0,19,M,4,0
